PMID,Title,Year,Journal,URL,DOI
"41376849","Artificial intelligence in hemovigilance: A narrative review on advancing blood safety and monitoring systems.","2025","Digital health","https://pubmed.ncbi.nlm.nih.gov/41376849/","https://doi.org/10.1177/20552076251406306"
"40845137","Artificial intelligence in hematology.","2025","Blood","https://pubmed.ncbi.nlm.nih.gov/40845137/","https://doi.org/10.1182/blood.2025029876"
"41070243","Artificial intelligence in healthcare: rethinking doctor-patient relationship in megacities.","2025","Frontiers in health services","https://pubmed.ncbi.nlm.nih.gov/41070243/","https://doi.org/10.3389/frhs.2025.1694139"
"40988064","Artificial intelligence in healthcare and medicine: clinical applications, therapeutic advances, and future perspectives.","2025","European journal of medical research","https://pubmed.ncbi.nlm.nih.gov/40988064/","https://doi.org/10.1186/s40001-025-03196-w"
"40898015","Artificial intelligence in headache medicine: between automation and the doctor-patient relationship. A systematic review.","2025","The journal of headache and pain","https://pubmed.ncbi.nlm.nih.gov/40898015/","https://doi.org/10.1186/s10194-025-02143-8"
"40932499","Artificial intelligence in gastric cancer: a systematic review of machine learning and deep learning applications.","2025","Abdominal radiology (New York)","https://pubmed.ncbi.nlm.nih.gov/40932499/","https://doi.org/10.1007/s00261-025-05181-7"
"40441026","Artificial intelligence in forensic mental health: A review of applications and implications.","2025","Journal of forensic and legal medicine","https://pubmed.ncbi.nlm.nih.gov/40441026/","https://doi.org/10.1016/j.jflm.2025.102895"
"40851938","Artificial intelligence in disease diagnostics: a comprehensive narrative review of current advances, applications, and future challenges in healthcare.","2025","Annals of medicine and surgery (2012)","https://pubmed.ncbi.nlm.nih.gov/40851938/","https://doi.org/10.1097/MS9.0000000000003423"
"41347125","Artificial intelligence in diabetes care: from predictive analytics to generative AI and implementation challenges.","2025","Frontiers in endocrinology","https://pubmed.ncbi.nlm.nih.gov/41347125/","https://doi.org/10.3389/fendo.2025.1620132"
"40837028","Artificial intelligence in clinical thrombosis and hemostasis: A review.","2025","Research and practice in thrombosis and haemostasis","https://pubmed.ncbi.nlm.nih.gov/40837028/","https://doi.org/10.1016/j.rpth.2025.102984"
"41358250","Artificial intelligence in chronic disease self-management: current applications and future directions.","2025","Frontiers in public health","https://pubmed.ncbi.nlm.nih.gov/41358250/","https://doi.org/10.3389/fpubh.2025.1689911"
"40662528","Artificial intelligence in cardiovascular pharmacotherapy: applications and perspectives.","2025","European heart journal","https://pubmed.ncbi.nlm.nih.gov/40662528/","https://doi.org/10.1093/eurheartj/ehaf474"
"40973540","Artificial intelligence in cardiovascular medicine: An exoskeleton for perception, reasoning and action.","2025","Archives of cardiovascular diseases","https://pubmed.ncbi.nlm.nih.gov/40973540/","https://doi.org/10.1016/j.acvd.2025.07.012"
"40630898","Artificial intelligence in atrial fibrillation: emerging applications, research directions and ethical considerations.","2025","Frontiers in cardiovascular medicine","https://pubmed.ncbi.nlm.nih.gov/40630898/","https://doi.org/10.3389/fcvm.2025.1596574"
"40633595","Artificial intelligence in atopic dermatitis: A narrative review.","2025","The Journal of allergy and clinical immunology","https://pubmed.ncbi.nlm.nih.gov/40633595/","https://doi.org/10.1016/j.jaci.2025.06.028"
"39487919","Artificial intelligence in abdominal and pelvic ultrasound imaging: current applications.","2025","Abdominal radiology (New York)","https://pubmed.ncbi.nlm.nih.gov/39487919/","https://doi.org/10.1007/s00261-024-04640-x"
"41308410","Artificial intelligence in Glioblastoma Diagnostics: Integrating MRI, histopathology, and molecular profiling.","2025","Cancer treatment and research communications","https://pubmed.ncbi.nlm.nih.gov/41308410/","https://doi.org/10.1016/j.ctarc.2025.101040"
"41014972","Artificial intelligence for tracking social behaviours and supporting an autism spectrum disorder diagnosis: systematic review and meta-analysis.","2025","EBioMedicine","https://pubmed.ncbi.nlm.nih.gov/41014972/","https://doi.org/10.1016/j.ebiom.2025.105931"
"40110224","Artificial intelligence for the analysis of intracoronary optical coherence tomography images: a systematic review.","2025","European heart journal. Digital health","https://pubmed.ncbi.nlm.nih.gov/40110224/","https://doi.org/10.1093/ehjdh/ztaf005"
"41167996","Artificial intelligence for precision medicine.","2025","Therapie","https://pubmed.ncbi.nlm.nih.gov/41167996/","https://doi.org/10.1016/j.therap.2025.10.003"
"41262770","Artificial intelligence for mental health: A narrative review of applications, challenges, and future directions in digital health.","2025","Digital health","https://pubmed.ncbi.nlm.nih.gov/41262770/","https://doi.org/10.1177/20552076251395548"
"41219882","Artificial intelligence diagnostic performance in image-based vulnerable carotid plaque detection: a systematic review and meta-analysis.","2025","BMC medical informatics and decision making","https://pubmed.ncbi.nlm.nih.gov/41219882/","https://doi.org/10.1186/s12911-025-03227-w"
"40337671","Artificial intelligence demonstrates potential to enhance orthopaedic imaging across multiple modalities: A systematic review.","2025","Journal of experimental orthopaedics","https://pubmed.ncbi.nlm.nih.gov/40337671/","https://doi.org/10.1002/jeo2.70259"
"41004515","Artificial intelligence as a predictive tool for mental health status: Insights from a systematic review and meta-analysis.","2025","PloS one","https://pubmed.ncbi.nlm.nih.gov/41004515/","https://doi.org/10.1371/journal.pone.0332207"
"40413058","Artificial intelligence and the electrocardiogram: A modern renaissance.","2025","European journal of internal medicine","https://pubmed.ncbi.nlm.nih.gov/40413058/","https://doi.org/10.1016/j.ejim.2025.04.036"
"41452364","Artificial intelligence and pediatric imaging data: ethical strategies for learning and collaboration.","2025","Pediatric radiology","https://pubmed.ncbi.nlm.nih.gov/41452364/","https://doi.org/10.1007/s00247-025-06497-8"
"40972627","Artificial intelligence and infectious disease diagnostics: state of the art and future perspectives.","2025","The Lancet. Infectious diseases","https://pubmed.ncbi.nlm.nih.gov/40972627/","https://doi.org/10.1016/S1473-3099(25)00354-8"
"40622521","Artificial Intelligence-Enabled Point-of-Care Echocardiography: Bringing Precision Imaging to the Bedside.","2025","Current atherosclerosis reports","https://pubmed.ncbi.nlm.nih.gov/40622521/","https://doi.org/10.1007/s11883-025-01316-9"
"41052724","Artificial Intelligence-Driven Wearable and Connected Technology for Allergy: Real-Time Monitoring and Predictive Management for Personalized Care.","2025","The journal of allergy and clinical immunology. In practice","https://pubmed.ncbi.nlm.nih.gov/41052724/","https://doi.org/10.1016/j.jaip.2025.09.013"
"41487722","Artificial Intelligence-Driven Risk Stratification in Chronic Kidney Disease Progression: Minimizing Bias via Race-Specific Algorithms.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/41487722/","https://doi.org/10.7759/cureus.98319"
"40507618","Artificial Intelligence's Role in Improving Adverse Pregnancy Outcomes: A Scoping Review and Consideration of Ethical Issues.","2025","Journal of clinical medicine","https://pubmed.ncbi.nlm.nih.gov/40507618/","https://doi.org/10.3390/jcm14113860"
"40995249","Artificial Intelligence in the Management of Polypharmacy Among Older Adults: A Scoping Review.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/40995249/","https://doi.org/10.7759/cureus.90867"
"40868106","Artificial Intelligence in the Diagnosis of Tongue Cancer: A Systematic Review with Meta-Analysis.","2025","Biomedicines","https://pubmed.ncbi.nlm.nih.gov/40868106/","https://doi.org/10.3390/biomedicines13081849"
"41287865","Artificial Intelligence in oncological imaging screening.","2025","International journal of surgery (London, England)","https://pubmed.ncbi.nlm.nih.gov/41287865/","https://doi.org/10.1097/JS9.0000000000003858"
"41161917","Artificial Intelligence in Valvular Heart Disease: Innovations and Future Directions.","2025","JACC. Cardiovascular interventions","https://pubmed.ncbi.nlm.nih.gov/41161917/","https://doi.org/10.1016/j.jcin.2025.08.031"
"40283559","Artificial Intelligence in Thoracic Surgery: A Review Bridging Innovation and Clinical Practice for the Next Generation of Surgical Care.","2025","Journal of clinical medicine","https://pubmed.ncbi.nlm.nih.gov/40283559/","https://doi.org/10.3390/jcm14082729"
"41093477","Artificial Intelligence in Teledermatology.","2025","Dermatologic clinics","https://pubmed.ncbi.nlm.nih.gov/41093477/","https://doi.org/10.1016/j.det.2025.05.005"
"41252129","Artificial Intelligence in Supportive Oncology and Symptom Management Opportunities.","2025","Cancer journal (Sudbury, Mass.)","https://pubmed.ncbi.nlm.nih.gov/41252129/","https://doi.org/10.1097/PPO.0000000000000800"
"41531594","Artificial Intelligence in Rheumatology: Clinical Applications in Rheumatoid Arthritis, Osteoarthritis, and Systemic Lupus Erythematosus.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/41531594/","https://doi.org/10.7759/cureus.99108"
"40688886","Artificial Intelligence in Radiology: Augmentation, Not Replacement.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/40688886/","https://doi.org/10.7759/cureus.86247"
"41227046","Artificial Intelligence in Postmenopausal Health: From Risk Prediction to Holistic Care.","2025","Journal of clinical medicine","https://pubmed.ncbi.nlm.nih.gov/41227046/","https://doi.org/10.3390/jcm14217651"
"41136718","Artificial Intelligence in Population-Level Gastroenterology and Hepatology: A Comprehensive Review of Public Health Applications and Quantitative Impact.","2025","Digestive diseases and sciences","https://pubmed.ncbi.nlm.nih.gov/41136718/","https://doi.org/10.1007/s10620-025-09452-7"
"40648947","Artificial Intelligence in Microsurgical Planning: A Five-Year Leap in Clinical Translation.","2025","Journal of clinical medicine","https://pubmed.ncbi.nlm.nih.gov/40648947/","https://doi.org/10.3390/jcm14134574"
"40162546","Artificial Intelligence in Mental Health Nursing: Balancing Clinical Efficiency and the Human Touch-A Quest for a New Synthesis.","2025","Journal of psychiatric and mental health nursing","https://pubmed.ncbi.nlm.nih.gov/40162546/","https://doi.org/10.1111/jpm.13173"
"41180382","Artificial Intelligence in Medication Management for Older Adults in Low- and Middle-Income Countries: A Narrative Review.","2025","Aging medicine (Milton (N.S.W))","https://pubmed.ncbi.nlm.nih.gov/41180382/","https://doi.org/10.1002/agm2.70051"
"40539080","Artificial Intelligence in Medical Education: Promise, Pitfalls, and Practical Pathways.","2025","Advances in medical education and practice","https://pubmed.ncbi.nlm.nih.gov/40539080/","https://doi.org/10.2147/AMEP.S523255"
"39891819","Artificial Intelligence in Ischemic Heart Disease Prevention.","2025","Current cardiology reports","https://pubmed.ncbi.nlm.nih.gov/39891819/","https://doi.org/10.1007/s11886-025-02203-0"
"41517434","Artificial Intelligence in Intensive Care: An Overview of Systematic Reviews with Clinical Maturity and Readiness Mapping.","2025","Journal of clinical medicine","https://pubmed.ncbi.nlm.nih.gov/41517434/","https://doi.org/10.3390/jcm15010185"
"40809637","Artificial Intelligence in Hypertrophic Cardiomyopathy: Advances, Challenges, and Future Directions for Personalized Risk Prediction and Management.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/40809637/","https://doi.org/10.7759/cureus.87907"
"40711509","Artificial Intelligence in Health Profession Education.","2025","Indian pediatrics","https://pubmed.ncbi.nlm.nih.gov/40711509/","https://doi.org/10.1007/s13312-025-00145-y"
"41156462","Artificial Intelligence in Endurance Sports: Metabolic, Recovery, and Nutritional Perspectives.","2025","Nutrients","https://pubmed.ncbi.nlm.nih.gov/41156462/","https://doi.org/10.3390/nu17203209"
"41069568","Artificial Intelligence in Electrocardiography: From Automated Arrhythmia Detection to Predicting Hidden Cardiovascular Disease.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/41069568/","https://doi.org/10.7759/cureus.94065"
"41356292","Artificial Intelligence in Drug-Coated Cardiovascular Devices: A Narrative Review.","2025","Reviews in cardiovascular medicine","https://pubmed.ncbi.nlm.nih.gov/41356292/","https://doi.org/10.31083/RCM40892"
"41312451","Artificial Intelligence in Cerebrovascular Disease Management: A Comprehensive Review of Risk Prediction, Diagnosis, Therapeutic Optimization, and Clinical Translation.","2025","Vascular health and risk management","https://pubmed.ncbi.nlm.nih.gov/41312451/","https://doi.org/10.2147/VHRM.S555592"
"40771296","Artificial Intelligence in Cardiovascular Imaging: Current Landscape, Clinical Impact, and Future Directions.","2025","Discoveries (Craiova, Romania)","https://pubmed.ncbi.nlm.nih.gov/40771296/","https://doi.org/10.15190/d.2025.10"
"40151850","Artificial Intelligence in Cardiology: General Perspectives and Focus on Interventional Cardiology.","2025","Anatolian journal of cardiology","https://pubmed.ncbi.nlm.nih.gov/40151850/","https://doi.org/10.14744/AnatolJCardiol.2025.5237"
"40815193","Artificial Intelligence in Cardiac Electrophysiology: Enhancing Mapping and Ablation Precision.","2025","Cardiology in review","https://pubmed.ncbi.nlm.nih.gov/40815193/","https://doi.org/10.1097/CRD.0000000000001032"
"40266052","Artificial Intelligence in Cancer Care: Addressing Challenges and Health Equity.","2025","Oncology (Williston Park, N.Y.)","https://pubmed.ncbi.nlm.nih.gov/40266052/","https://doi.org/10.46883/2025.25921037"
"41293609","Artificial Intelligence in Bone Fracture Detection: A Review of Evidence, Limitations, and Clinical Integration.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/41293609/","https://doi.org/10.7759/cureus.97674"
"41471079","Artificial Intelligence in Biomedicine: A Systematic Review from Nanomedicine to Neurology and Hepatology.","2025","Pharmaceutics","https://pubmed.ncbi.nlm.nih.gov/41471079/","https://doi.org/10.3390/pharmaceutics17121564"
"41095978","Artificial Intelligence in Anesthesia: Enhancing Precision, Safety, and Global Access Through Data-Driven Systems.","2025","Journal of clinical medicine","https://pubmed.ncbi.nlm.nih.gov/41095978/","https://doi.org/10.3390/jcm14196900"
"40927097","Artificial Intelligence in Adult Congenital Heart Disease: Diagnostic and Therapeutic Applications and Future Directions.","2025","Reviews in cardiovascular medicine","https://pubmed.ncbi.nlm.nih.gov/40927097/","https://doi.org/10.31083/RCM41523"
"41154350","Artificial Intelligence for Risk-Benefit Assessment in Hepatopancreatobiliary Oncologic Surgery: A Systematic Review of Current Applications and Future Directions on Behalf of TROGSS-The Robotic Global Surgical Society.","2025","Cancers","https://pubmed.ncbi.nlm.nih.gov/41154350/","https://doi.org/10.3390/cancers17203292"
"39926071","Artificial Intelligence for Patient Safety and Surgical Education in Neurosurgery.","2025","JMA journal","https://pubmed.ncbi.nlm.nih.gov/39926071/","https://doi.org/10.31662/jmaj.2024-0141"
"41165316","Artificial Intelligence for Noninvasive Health Diagnostics.","2025","ACS sensors","https://pubmed.ncbi.nlm.nih.gov/41165316/","https://doi.org/10.1021/acssensors.5c03171"
"41006084","Artificial Intelligence for Ischemic Stroke Detection in Non-contrast CT: A Systematic Review and Meta-analysis.","2025","Academic radiology","https://pubmed.ncbi.nlm.nih.gov/41006084/","https://doi.org/10.1016/j.acra.2025.09.010"
"41135418","Artificial Intelligence and radiomics models for the diagnosis and prognosis of peritoneal metastases on imaging: a systematic review and meta-analysis.","2025","Computers in biology and medicine","https://pubmed.ncbi.nlm.nih.gov/41135418/","https://doi.org/10.1016/j.compbiomed.2025.111188"
"40781830","Artificial Intelligence and Tacit Knowledge Integration in Midwifery: Policy Implications for Improving Healthcare Outcomes.","2025","International nursing review","https://pubmed.ncbi.nlm.nih.gov/40781830/","https://doi.org/10.1111/inr.70092"
"40197804","Artificial Intelligence and Social Media for the Detection of Eating Disorders.","2025","The International journal of eating disorders","https://pubmed.ncbi.nlm.nih.gov/40197804/","https://doi.org/10.1002/eat.24438"
"40771284","Artificial Intelligence and Nursing Management: Opportunities, Challenges, and Ethical Considerations-A Scoping Review.","2025","Journal of nursing management","https://pubmed.ncbi.nlm.nih.gov/40771284/","https://doi.org/10.1155/jonm/2797535"
"40403202","Artificial Intelligence and Machine Learning Innovations to Improve Design and Representativeness in Oncology Clinical Trials.","2025","American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting","https://pubmed.ncbi.nlm.nih.gov/40403202/","https://doi.org/10.1200/EDBK-25-473590"
"41111750","Artificial Intelligence and Digital Biomarkers in Hepatology: Critical Perspectives, Emerging Evidence, and Future Directions.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/41111750/","https://doi.org/10.7759/cureus.92639"
"39753817","Artificial Intelligence and Cancer Health Equity: Bridging the Divide or Widening the Gap.","2025","Current oncology reports","https://pubmed.ncbi.nlm.nih.gov/39753817/","https://doi.org/10.1007/s11912-024-01627-1"
"39981497","Artificial Intelligence and Breast Cancer Management: From Data to the Clinic.","2025","Cancer innovation","https://pubmed.ncbi.nlm.nih.gov/39981497/","https://doi.org/10.1002/cai2.159"
"41010987","Artificial Intelligence and Advanced Digital Health for Hypertension: Evolving Tools for Precision Cardiovascular Care.","2025","Medicina (Kaunas, Lithuania)","https://pubmed.ncbi.nlm.nih.gov/41010987/","https://doi.org/10.3390/medicina61091597"
"41292265","Artificial Intelligence Technologies Supporting Nurses' Clinical Decision-Making: A Systematic Review.","2025","Journal of clinical nursing","https://pubmed.ncbi.nlm.nih.gov/41292265/","https://doi.org/10.1111/jocn.70156"
"40664005","Artificial Intelligence Solutions to Improve Emergency Department Wait Times: Living Systematic Review.","2025","The Journal of emergency medicine","https://pubmed.ncbi.nlm.nih.gov/40664005/","https://doi.org/10.1016/j.jemermed.2025.05.031"
"41111683","Artificial Intelligence Applications in the Prediction and Management of Pediatric Asthma Exacerbation: A Systematic Review.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/41111683/","https://doi.org/10.7759/cureus.92491"
"40802997","Artificial Intelligence (AI) and Emergency Medicine: Balancing Opportunities and Challenges.","2025","JMIR medical informatics","https://pubmed.ncbi.nlm.nih.gov/40802997/","https://doi.org/10.2196/70903"
"40916988","Artificial General Intelligence and Its Threat to Public Health.","2025","Journal of evaluation in clinical practice","https://pubmed.ncbi.nlm.nih.gov/40916988/","https://doi.org/10.1111/jep.70269"
"41086202","Are Machine Learning methods effective in detecting undiagnosed atrial fibrillation in primary care settings using electronic health records? A systematic review.","2025","PLOS digital health","https://pubmed.ncbi.nlm.nih.gov/41086202/","https://doi.org/10.1371/journal.pdig.0001009"
"41303287","Are Image-Based Deep Learning Algorithms of Kidney Volume in Polycystic Kidney Disease Ready for Clinical Deployment? A Systematic Review and Meta-Analysis.","2025","Journal of clinical medicine","https://pubmed.ncbi.nlm.nih.gov/41303287/","https://doi.org/10.3390/jcm14228255"
"40377238","Applications, Ethical Considerations, and Patient Perspectives on Artificial Intelligence in Dermatologic Surgery: Focus on Mohs Surgery.","2025","Dermatologic surgery : official publication for American Society for Dermatologic Surgery [et al.]","https://pubmed.ncbi.nlm.nih.gov/40377238/","https://doi.org/10.1097/DSS.0000000000004690"
"40511187","Applications, Challenges, and Future Perspectives of Artificial Intelligence in Psychopharmacology, Psychological Disorders and Physiological Psychology: A Comprehensive Review.","2025","Journal of pharmacy & bioallied sciences","https://pubmed.ncbi.nlm.nih.gov/40511187/","https://doi.org/10.4103/jpbs.jpbs_1765_24"
"41437380","Applications of artificial intelligence in non-small cell lung cancer: from precision diagnosis to personalized prognosis and therapy.","2025","Journal of translational medicine","https://pubmed.ncbi.nlm.nih.gov/41437380/","https://doi.org/10.1186/s12967-025-07591-z"
"41036208","Applications of artificial intelligence in early childhood health management: a systematic review from fetal to pediatric periods.","2025","Frontiers in pediatrics","https://pubmed.ncbi.nlm.nih.gov/41036208/","https://doi.org/10.3389/fped.2025.1613150"
"40921101","Applications of Federated Large Language Model for Adverse Drug Reactions Prediction: Scoping Review.","2025","Journal of medical Internet research","https://pubmed.ncbi.nlm.nih.gov/40921101/","https://doi.org/10.2196/68291"
"41470230","Applications of Artificial Intelligence in Chronic Total Occlusion Revascularization: From Present to Future-A Narrative Review.","2025","Medicina (Kaunas, Lithuania)","https://pubmed.ncbi.nlm.nih.gov/41470230/","https://doi.org/10.3390/medicina61122229"
"41426766","Apples-to-Apples: Age-Sex Standardisation of Public Chest X-ray Datasets.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/41426766/","https://doi.org/10.7759/cureus.97260"
"41179258","Analyzing student mental health with RoBERTa-Large: a sentiment analysis and data analytics approach.","2025","Frontiers in big data","https://pubmed.ncbi.nlm.nih.gov/41179258/","https://doi.org/10.3389/fdata.2025.1615788"
"39938170","An inter-rater variability study between human and automatic scorers in 5-s mini-epochs of sleep.","2025","Sleep medicine","https://pubmed.ncbi.nlm.nih.gov/39938170/","https://doi.org/10.1016/j.sleep.2025.02.005"
"40369671","An analytic research and review of the literature on practice of artificial intelligence in healthcare.","2025","European journal of medical research","https://pubmed.ncbi.nlm.nih.gov/40369671/","https://doi.org/10.1186/s40001-025-02603-6"
"41416327","An Overview of Artificial Intelligence Applications in Radiological Imaging for Bone Fracture Diagnosis.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/41416327/","https://doi.org/10.7759/cureus.97065"
"40276436","An Academic Viewpoint (2025) on the Integration of Generative Artificial Intelligence in Medical Education: Transforming Learning and Practices.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/40276436/","https://doi.org/10.7759/cureus.81145"
"39666770","American Academy of Otolaryngology-Head and Neck Surgery (AAO-HNS) Report on Artificial Intelligence.","2025","Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery","https://pubmed.ncbi.nlm.nih.gov/39666770/","https://doi.org/10.1002/ohn.1080"
"39737346","Algorithmic individual fairness and healthcare: a scoping review.","2025","JAMIA open","https://pubmed.ncbi.nlm.nih.gov/39737346/","https://doi.org/10.1093/jamiaopen/ooae149"
"40771228","Algorithmic bias in public health AI: a silent threat to equity in low-resource settings.","2025","Frontiers in public health","https://pubmed.ncbi.nlm.nih.gov/40771228/","https://doi.org/10.3389/fpubh.2025.1643180"
"41130534","Aging as an active player in Alzheimer's disease classification: Insights from feature selection in BrainAge models.","2025","NeuroImage","https://pubmed.ncbi.nlm.nih.gov/41130534/","https://doi.org/10.1016/j.neuroimage.2025.121548"
"41256138","Aging as an active player in Alzheimer's Disease Classification: Insights from feature selection in BrainAge Models.","2025","medRxiv : the preprint server for health sciences","https://pubmed.ncbi.nlm.nih.gov/41256138/","https://doi.org/10.1101/2025.04.16.25325953"
"40740955","Advancing patient care with AI: a unified framework for medical image segmentation using transfer learning and hybrid feature extraction.","2025","Frontiers in medicine","https://pubmed.ncbi.nlm.nih.gov/40740955/","https://doi.org/10.3389/fmed.2025.1589587"
"40495941","Advancing large language models as patient education tools for inflammatory bowel disease.","2025","World journal of gastroenterology","https://pubmed.ncbi.nlm.nih.gov/40495941/","https://doi.org/10.3748/wjg.v31.i20.105285"
"41109547","Advancing healthcare analytics: a thematic review of machine learning, health informatics, and real-world data applications.","2025","Journal of biomedical informatics","https://pubmed.ncbi.nlm.nih.gov/41109547/","https://doi.org/10.1016/j.jbi.2025.104934"
"40965098","Advancing equity in generative AI dermatology requires representative data and transparent evaluation.","2025","Journal of the European Academy of Dermatology and Venereology : JEADV","https://pubmed.ncbi.nlm.nih.gov/40965098/","https://doi.org/10.1111/jdv.70052"
"40265187","Advancing clinical biochemistry: addressing gaps and driving future innovations.","2025","Frontiers in medicine","https://pubmed.ncbi.nlm.nih.gov/40265187/","https://doi.org/10.3389/fmed.2025.1521126"
"41178633","Advancing cardio-obstetric care through digital health technologies: A narrative review.","2025","ESC heart failure","https://pubmed.ncbi.nlm.nih.gov/41178633/","https://doi.org/10.1002/ehf2.15426"
"41517028","Advancing a Hybrid Decision-Making Model in Anesthesiology: Applications of Artificial Intelligence in the Perioperative Setting.","2025","Healthcare (Basel, Switzerland)","https://pubmed.ncbi.nlm.nih.gov/41517028/","https://doi.org/10.3390/healthcare14010097"
"40458230","Advancing Musculoskeletal Care Using AI and Digital Health Applications: A Review of Commercial Solutions.","2025","HSS journal : the musculoskeletal journal of Hospital for Special Surgery","https://pubmed.ncbi.nlm.nih.gov/40458230/","https://doi.org/10.1177/15563316251341321"
"38985896","Advancing Medical Imaging Research Through Standardization: The Path to Rapid Development, Rigorous Validation, and Robust Reproducibility.","2025","Investigative radiology","https://pubmed.ncbi.nlm.nih.gov/38985896/","https://doi.org/10.1097/RLI.0000000000001106"
"39950456","Advances in Machine Learning Models for Healthcare Applications: A Precise and Patient-Centric Approach.","2025","Current pharmaceutical design","https://pubmed.ncbi.nlm.nih.gov/39950456/","https://doi.org/10.2174/0113816128353371250119121315"
"41031243","Advancements in Image-Based Analyses for Morphology and Staging of Colon Cancer: A Comprehensive Review.","2025","BioMed research international","https://pubmed.ncbi.nlm.nih.gov/41031243/","https://doi.org/10.1155/bmri/9214337"
"41364792","Adoption of Machine Learning in US Hospital Electronic Health Record Systems: Retrospective Observational Study.","2025","Journal of medical Internet research","https://pubmed.ncbi.nlm.nih.gov/41364792/","https://doi.org/10.2196/76126"
"40444840","Addressing Workforce and Ethical Gaps in AI-Driven Mental Health Care: A Response to Higgins and Wilson.","2025","International journal of mental health nursing","https://pubmed.ncbi.nlm.nih.gov/40444840/","https://doi.org/10.1111/inm.70075"
"38533919","Accurate, Robust, and Scalable Machine Abstraction of Mayo Endoscopic Subscores From Colonoscopy Reports.","2025","Inflammatory bowel diseases","https://pubmed.ncbi.nlm.nih.gov/38533919/","https://doi.org/10.1093/ibd/izae068"
"41127758","Accuracy and Timeliness of Prehospital Global Triage System Protocols in Mass Disasters: A Systematic Review of Systematic Reviews.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/41127758/","https://doi.org/10.7759/cureus.92796"
"39901187","Accounting for racial bias and social determinants of health in a model of hypertension control.","2025","BMC medical informatics and decision making","https://pubmed.ncbi.nlm.nih.gov/39901187/","https://doi.org/10.1186/s12911-025-02873-4"
"41207649","Accounting for inconclusive results and repeated testing: A framework for evaluating wearable electrocardiogram diagnostic performance with application to Apple Watch and artificial intelligence-enhanced interpretation.","2025","Heart rhythm","https://pubmed.ncbi.nlm.nih.gov/41207649/","https://doi.org/10.1016/j.hrthm.2025.11.003"
"40391481","Accelerating AI Adoption for Reducing Administrative Burden in Primary Care: Insights from Evaluating AI Scribes.","2025","HealthcarePapers","https://pubmed.ncbi.nlm.nih.gov/40391481/","https://doi.org/10.12927/hcpap.2025.27568"
"41487303","AI/ML driven prediction of COPD exacerbations and readmissions: a systematic review and meta-analysis.","2025","Frontiers in digital health","https://pubmed.ncbi.nlm.nih.gov/41487303/","https://doi.org/10.3389/fdgth.2025.1641356"
"40669686","AI-powered liquid biopsy for early detection of gastrointestinal cancers.","2025","Clinica chimica acta; international journal of clinical chemistry","https://pubmed.ncbi.nlm.nih.gov/40669686/","https://doi.org/10.1016/j.cca.2025.120484"
"40957986","AI-powered insights in pediatric nephrology: current applications and future opportunities.","2025","Pediatric nephrology (Berlin, Germany)","https://pubmed.ncbi.nlm.nih.gov/40957986/","https://doi.org/10.1007/s00467-025-06911-1"
"41031394","AI-generated dermatologic images: A call for clinical accuracy and inclusive design.","2025","Journal of the European Academy of Dermatology and Venereology : JEADV","https://pubmed.ncbi.nlm.nih.gov/41031394/","https://doi.org/10.1111/jdv.70093"
"39965433","AI-driven triage in emergency departments: A review of benefits, challenges, and future directions.","2025","International journal of medical informatics","https://pubmed.ncbi.nlm.nih.gov/39965433/","https://doi.org/10.1016/j.ijmedinf.2025.105838"
"41584179","AI-driven transformation of precision medicine: a comprehensive narrative review of key application areas, emerging paradigms, and future directions.","2025","Frontiers in public health","https://pubmed.ncbi.nlm.nih.gov/41584179/","https://doi.org/10.3389/fpubh.2025.1656603"
"40088857","AI-driven report-generation tools in mental healthcare: A review of commercial tools.","2025","General hospital psychiatry","https://pubmed.ncbi.nlm.nih.gov/40088857/","https://doi.org/10.1016/j.genhosppsych.2025.02.018"
"40392801","AI-driven healthcare: Fairness in AI healthcare: A survey.","2025","PLOS digital health","https://pubmed.ncbi.nlm.nih.gov/40392801/","https://doi.org/10.1371/journal.pdig.0000864"
"41013591","AI-driven MRI biomarker for triple-class HER2 expression classification in breast cancer: a large-scale multicenter study.","2025","Breast cancer research : BCR","https://pubmed.ncbi.nlm.nih.gov/41013591/","https://doi.org/10.1186/s13058-025-02118-2"
"41103422","AI-based non-invasive profiling of the tumor immune microenvironment using longitudinal CT radiomics predicts immunotherapy response in lung cancer.","2025","Frontiers in immunology","https://pubmed.ncbi.nlm.nih.gov/41103422/","https://doi.org/10.3389/fimmu.2025.1664726"
